,Antenna Offset from Bow,Antenna Offset from Port,Beam,Builder,Call Sign,Cargo Type,Class Society,COG,Beneficial Owner,Deadweight,Destination,Design Draft,Draft Present Load,ETA,Fishing Number,Flag,Gross Tonnage,Heading,IMO Number,Last Port of Call,Latitude,Length,Longitude,MMSI,Name,Navigation Status,Official Number,Operator,Registered Owner,P And I Club,Port Of Registry,Propulsion Type,Sat Com,Sat Com Ansbk Code,Ship Type,Speed,Status,Sub Status,Subtype,Time of Fix (formatted),Time of Fix (s since 1970),Vessel Type,Year Built,Design Speed,Double Hull,coordinates,index_right,MRGID,GEONAME,MRGID_TER1,POL_TYPE,MRGID_SOV1,TERRITORY1,ISO_TER1,SOVEREIGN1,MRGID_TER2,MRGID_SOV2,TERRITORY2,ISO_TER2,SOVEREIGN2,MRGID_TER3,MRGID_SOV3,TERRITORY3,ISO_TER3,SOVEREIGN3,X_1,Y_1,MRGID_EEZ,AREA_KM2,ISO_SOV1,ISO_SOV2,ISO_SOV3,UN_SOV1,UN_SOV2,UN_SOV3,UN_TER1,UN_TER2,UN_TER3
268,180.0,15.0,36.0,Mitsui Chiba Ichihara,3EYK5,0-AllShips,Nippon Kaiji Kyokai,216.2,Japan,69990.0,Rio Grande,13.411,7.7,3170900.0,,Panama,46295.0,224.0,9574860.0,CHANGSHU,-34.142055,210.0,25.831172,371129000,Finch Arrow,0-Underway(Engine),4496613,Gearbulk Pool Ltd,Shin Doun Kisen Co Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,,,Other Cargo Ship,12.0,S,In Service/Commission,General Cargo Ship,"""2023-03-03T18:48:34.000Z""",1677869314,7-Cargo,2012-12-07,14.5,DHE,POINT (25.831172 -34.142055),32.0,8396.0,South African Exclusive Economic Zone,2176.0,200NM,2176.0,South Africa,ZAF,South Africa,0.0,0.0,,,,0.0,0.0,,,,24.44331,-33.50802,8396.0,1072679.0,ZAF,,,710.0,,,710.0,,
269,98.0,14.0,20.0,Kochi Jyuko,9PAN004,0-AllShips,,39.5,Congo (Democratic Republic),6544.0,Boma,7.317,6.0,3021500.0,,Congo (Democratic Republic),4964.0,104.0,8518807.0,BOMA,-5.856078,124.0,13.01017,676004600,Nova Caledonia,5-Moored,,African Shipping Sarl,  Unknown,Ingosstrakh Insurance,Matadi,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-03-02T19:58:02.000Z""",1646251082,7-Cargo,1985-12-24,17.0,,POINT (13.01017 -5.856078),52.0,8477.0,Democratic Republic of the Congo Exclusive Economic Zone,2198.0,200NM,2198.0,Democratic Republic of the Congo,COD,Democratic Republic of the Congo,0.0,0.0,,,,0.0,0.0,,,,10.73256,-6.40153,8477.0,13373.0,COD,,,180.0,,,180.0,,
270,50.0,10.0,20.0,Huanghai Shipbuilding Co Ltd,,0-AllShips,,277.1,China,,,0.0,0.0,0.0,,"China, People's Republic Of",2217.0,277.0,0.0,PUSAN,26.487855,85.0,119.87498,412331049,Lurongyuanyuyun001,15-NotDefined,,Rongcheng Haiyu Fishery Co Ltd,  Unknown,Unknown,"Shidao, Shandong",Propeller : Fixed Pitch,,,,6.8,S,In Service/Commission,Fish Carrier,"""2023-02-27T21:48:07.000Z""",1677534487,30-Fishing,2013-11-15,0.0,SH,POINT (119.87498 26.487855),209.0,8486.0,Chinese Exclusive Economic Zone,8603.0,200NM,8603.0,China,CHN,China,0.0,0.0,,,,0.0,0.0,,,,118.1457,27.73853,8486.0,963556.0,CHN,,,156.0,,,156.0,,
271,107.0,17.0,24.0,,V7YT7,0-AllShips,,239.9,,,Frmrs,,5.9,10091730.0,,,,328.0,8311118.0,MARSEILLE,43.331392,145.0,5.343277,538004731,Ice River,5-Moored,,,,,,,,,,0.0,,,,"""2021-10-11T13:20:18.000Z""",1633958418,7-Cargo,,,,POINT (5.343277 43.331392),265.0,5677.0,French Exclusive Economic Zone,17.0,200NM,17.0,France,FRA,France,0.0,0.0,,,,0.0,0.0,,,,-1.96613,46.04212,5677.0,345240.0,FRA,,,250.0,,,250.0,,
272,100.0,18.0,22.0,MTW Schiffswerft GmbH,UAXZ,0-AllShips,Russian Maritime Register,193.3,Russia,10984.0,Ru Vvo,9.0,9.1,3081200.0,,Russia,12413.0,188.0,9016973.0,VLADIVOSTOK,51.652882,153.0,150.932683,273387370,Zolotoy Rog,0-Underway(Engine),,RMD-L LLC,Crystal Alliance LLC,Unknown,Vladivostok,Propeller : Fixed Pitch,,,,12.8,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T16:56:01.000Z""",1677862561,7-Cargo,1990-11-02,15.5,SH,POINT (150.932683 51.652882),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
273,24.0,5.0,10.0,Xinle Shipyard,YC4509,0-AllShips,,222.9,Indonesia,126.0,,2.4,0.0,0.0,,Indonesia,178.0,222.9,0.0,JURONG ISLAND,1.144158,32.0,103.6056,525016580,Bintang Surya,15-NotDefined,154/AB,Armada Arung Samudra Perkasa,  Unknown,Unknown,Jakarta,Propeller : Fixed Pitch,,,,6.4,S,In Service/Commission,Tug,"""2022-06-11T23:07:34.000Z""",1654988854,7-Cargo,1992-11-08,0.0,SH,POINT (103.6056 1.144158),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
274,69.0,6.0,16.0,,3ERF3,0-AllShips,,7.9,,,Chittagong,,4.0,5241200.0,,,,60.0,8217116.0,BANGKOK,22.398908,92.0,91.742042,353482000,Tai Ning,0-Underway(Engine),,,,,,,,,,0.0,,,,"""2022-06-06T10:57:43.000Z""",1654513063,7-Cargo,,,,POINT (91.742042 22.398908),188.0,8481.0,Bangladeshi Exclusive Economic Zone,2142.0,200NM,2142.0,Bangladesh,BGD,Bangladesh,0.0,0.0,,,,0.0,0.0,,,,90.56153,20.47561,8481.0,112166.0,BGD,,,50.0,,,50.0,,
275,161.0,12.0,24.0,Fincantieri Ancona,IBMI,4-HazCatD,Registro Italiano Navale,82.0,Italy,16024.0,Cotrb,8.76,7.5,3011545.0,,Italy,14868.0,336.0,9164770.0,PUERTO MOIN,7.99259,190.0,-76.841592,247601000,Cala Palma,1-AtAnchor,127,Cosiarma SpA,Fruttital Distribuzione Srl,Gard,Genoa,Propeller : Controllable Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T18:46:24.000Z""",1677869184,7-Cargo,1999-06-30,21.5,,POINT (-76.841592 7.99259),143.0,8426.0,Colombian Exclusive Economic Zone,2175.0,200NM,2175.0,Colombia,COL,Colombia,0.0,0.0,,,,0.0,0.0,,,,-78.06222,8.60754,8426.0,718338.0,COL,,,170.0,,,170.0,,
276,0.0,0.0,11.0,Ergun Gemi Sanayi,TC7221,0-AllShips,,279.9,Turkey,253.0,,2.75,0.0,0.0,61Y11007,Turkey,279.0,279.1,0.0,EREGLI,40.963227,35.0,28.598863,271069011,Avci Baba-2,15-NotDefined,1455098,"Avci M,M&AA",  Unknown,Unknown,Trabzon,"Propeller : Yes, Type Unknown",,,,0.0,S,In Service/Commission,Fish Carrier,"""2023-01-01T17:31:34.000Z""",1672594294,30-Fishing,0000-00-00,0.0,SH,POINT (28.598863 40.963227),173.0,5697.0,Turkish Exclusive Economic Zone,2213.0,200NM,2213.0,Turkey,TUR,Turkey,0.0,0.0,,,,0.0,0.0,,,,33.2206,40.52224,5697.0,262233.0,TUR,,,792.0,,,792.0,,
277,84.0,8.0,16.0,Kitanihon,3FQH9,0-AllShips,CR Classification Society,5.0,Taiwan,5475.0,Rabaul P.n.g,7.665,5.8,1131300.0,,Panama,4361.0,343.0,8420763.0,BANGKOK,-4.226667,109.0,152.165,357020000,Tiara 108,1-AtAnchor,4192710B,Hua Fu Intl Group SA,Hua Fu Intl Group SA,Shipowners' Club,Panama,Propeller : Fixed Pitch,435702010.0,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T17:13:57.000Z""",1677863637,7-Cargo,1985-03-14,16.0,,POINT (152.165 -4.226667),259.0,8324.0,Papua New Guinean Exclusive Economic Zone,2237.0,200NM,2237.0,Papua New Guinea,PNG,Papua New Guinea,0.0,0.0,,,,0.0,0.0,,,,150.71774,-5.46159,8324.0,2399638.0,PNG,,,598.0,,,598.0,,
278,0.0,0.0,0.0,,WDK7931,0-AllShips,,164.4,,,,,0.0,0.0,,,,54.5,0.0,SEWARD,60.118313,0.0,-149.43134,368089240,Trask,15-NotDefined,,,,,,,,,,0.0,,,,"""2022-08-23T20:15:29.000Z""",1661285729,53-Tender,,,,POINT (-149.43134 60.118313),275.0,8463.0,United States Exclusive Economic Zone (Alaska),8684.0,200NM,2204.0,Alaska,,United States,0.0,0.0,,,,0.0,0.0,,,,-119.9766,59.0117,8463.0,3682912.0,USA,,,840.0,,,,,
279,101.0,12.0,20.0,Fincantieri Ancona,PJBX,0-AllShips,Registro Italiano Navale,266.0,Philippines,6704.0,Ph Dvo>sa Dmm,7.401,7.5,3120300.0,,Curacao,8962.0,266.0,8705670.0,KEPPEL - (EAST SINGAPORE),6.033333,135.0,89.115,306335000,Cala Pevero,0-Underway(Engine),1999-C-1600,Norse/Phil Marine Services,  Unknown,North of England,Willemstad,Propeller : Fixed Pitch,1750621.0,CALA,,16.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T08:47:02.000Z""",1677833222,7-Cargo,1989-12-02,18.0,,POINT (89.115 6.033333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,73.0,7.0,13.0,Kanasashi - Shizuoka,3FYS4,0-AllShips,Registro Italiano Navale,27.0,South Korea,3043.0,Rabaul Png,5.518,5.0,3021200.0,,Panama,2716.0,278.0,9140102.0,RABAUL,-4.226567,91.0,152.162583,351938000,Volta Victory,1-AtAnchor,5219221,Galaxy International Maritime,Sein Shipping Co Ltd,Korea P&I Club,Panama,Propeller : Fixed Pitch,,,,0.2,S,In Service/Commission,Fish Carrier,"""2023-03-03T15:33:33.000Z""",1677857613,7-Cargo,1996-01-25,14.0,SH,POINT (152.162583 -4.226567),259.0,8324.0,Papua New Guinean Exclusive Economic Zone,2237.0,200NM,2237.0,Papua New Guinea,PNG,Papua New Guinea,0.0,0.0,,,,0.0,0.0,,,,150.71774,-5.46159,8324.0,2399638.0,PNG,,,598.0,,,598.0,,
281,77.0,7.0,14.0,Tuzla Gemi,V3NU7,0-AllShips,Phoenix Register of Shipping,-1.0,Turkey,4625.0,Tr Bdm,6.278,5.0,2241400.0,,Belize,2659.0,31.0,8202965.0,BANDIRMA,40.353148,94.0,27.963877,312377000,Happy Aras,5-Moored,672220002,Happy Ship Group SA,Happy Ship Group SA,Turk P&I,Belize City,Propeller : Fixed Pitch,,,Other Cargo Ship,0.0,S,In Service/Commission,General Cargo Ship,"""2023-03-03T18:41:33.000Z""",1677868893,7-Cargo,1986-12-15,10.5,,POINT (27.963877 40.353148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,67.0,7.0,15.0,Zhejiang Donghong Shipbuilding,BZT08,0-AllShips,,261.7,Hong Kong,,,0.0,0.0,11191950.0,,"China, People's Republic Of",3303.0,266.0,0.0,PUSAN,30.538767,97.0,129.670133,413205170,Julong1,0-Underway(Engine),2100002016120001,Zhoushan Xinhai Fishery Co Ltd,  Unknown,Unknown,"Zhoushan, Zhejiang",Propeller : Fixed Pitch,,,,9.7,S,In Service/Commission,Fish Carrier,"""2021-11-27T08:27:18.000Z""",1638001638,7-Cargo,0000-00-00,0.0,,POINT (129.670133 30.538767),224.0,8487.0,Japanese Exclusive Economic Zone,2121.0,200NM,2121.0,Japan,JPN,Japan,0.0,0.0,,,,0.0,0.0,,,,138.44863,29.55656,8487.0,4066513.0,JPN,,,392.0,,,392.0,,
283,25.0,4.0,9.0,Oston AO,UCWE,0-AllShips,Russian Maritime Register,-1.0,Russia,534.0,Busan,4.46,4.6,2032300.0,,Russia,718.0,84.0,9133161.0,PUSAN,35.093087,53.0,129.03164,273894400,Korsar,15-NotDefined,931030,Promflot Co Ltd,Promflot Co Ltd,Unknown,Nevelsk,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Fish Carrier,"""2023-03-03T18:52:32.000Z""",1677869552,30-Fishing,0000-00-00,11.3,SH,POINT (129.03164 35.093087),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,7.0,5.0,7.0,Slovenske,V4PG3,0-AllShips,,298.0,Turkey,3560.0,Tortola,5.52,0.0,9100200.0,,St Kitts & Nevis,2514.0,298.0,0.0,ROAD HARBOR,32.6752,22.0,26.317838,341959000,First Light,0-Underway(Engine),SKN 1003427,Pasifik Lojistik Grubu,Pasifik Lojistik Grubu,London P&I Club,Basseterre,Propeller : Controllable Pitch,,,Other cargo ship,8.9,S,In Service/Commission,General Cargo Ship,"""2022-05-25T09:12:33.000Z""",1653469953,52-Tug,1993-06-11,11.5,DBE,POINT (26.317838 32.6752),159.0,8490.0,Egyptian Exclusive Economic Zone,3868.0,200NM,3868.0,Egypt,EGY,Egypt,0.0,0.0,,,,0.0,0.0,,,,31.1503,30.45123,8490.0,243342.0,EGY,,,818.0,,,818.0,,
285,81.0,4.0,16.0,,DSQY9,0-AllShips,,-1.0,,,Beachinng Bangladesh,,5.4,10170800.0,,,,-1.0,8415859.0,TARAWA ATOLL,22.472297,109.0,91.71438,441759000,Sein Sun,0-Underway(Engine),,,,,,,,,,0.0,,,,"""2021-10-22T22:18:52.000Z""",1634941132,7-Cargo,,,,POINT (91.71438 22.472297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,95.0,10.0,18.0,Zhoushan Hetai Shipbuilding,BZU8R,0-AllShips,,290.6,China,6500.0,,7.5,0.0,2460.0,,"China, People's Republic Of",6268.0,288.0,0.0,RADA PUNTA ARENAS,-0.509945,129.0,-119.358765,412549015,Ningtaileng8,0-Underway(Engine),3309002019030002,Zhoushan Ningtai Ocean Fish,Zhoushan Ningtai Ocean Fish,Unknown,"Zhoushan, Zhejiang",Propeller : Fixed Pitch,,,,12.4,S,In Service/Commission,Fish Carrier,"""2023-03-03T17:13:06.000Z""",1677863586,7-Cargo,2018-10-26,15.0,,POINT (-119.358765 -0.509945),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,75.0,9.0,12.0,,ER2723,0-AllShips,,345.3,,,Las Palmas (es Lpa),,3.8,8161200.0,,,,269.0,7813925.0,LAS PALMAS,28.141723,90.0,-15.420478,214182723,Saly Reefer,5-Moored,,,,,,,,,,0.0,,,,"""2021-11-23T00:15:51.000Z""",1637626551,7-Cargo,,,,POINT (-15.420478 28.141723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,0.0,0.0,0.0,,-,0-AllShips,,68.5,,,,,0.0,0.0,,,,68.5,0.0,,-7.191763,0.0,126.295275,525600564,Berkat Kalsel,15-NotDefined,,,,,,,,,,5.9,,,,"""2021-11-16T20:21:01.000Z""",1637094061,30-Fishing,,,,POINT (126.295275 -7.191763),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
289,17.0,4.0,8.0,Maritime Shipyards Seattle,WDD7421,0-AllShips,,18.1,United States of America,,Egegik,0.0,6.0,6180340.0,,United States Of America,123.0,291.6,0.0,PORT ANGELES,43.68067,24.0,-124.177967,367186180,Dolphin,0-Underway(Engine),247958,Jimandi Marine LC,  Unknown,Unknown,"Portland, OR",Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Fishing Vessel,"""2022-10-04T22:43:56.000Z""",1664923436,30-Fishing,0000-00-00,0.0,SH,POINT (-124.177967 43.68067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,62.0,9.0,12.0,,TJMC243,0-AllShips,,76.3,,,Bangladesh,,4.4,8291200.0,,,,48.3,5296795.0,,22.449777,83.0,91.7253,613004314,Pk Marine 3,0-Underway(Engine),,,,,,,,,,0.0,,,,"""2021-09-04T05:20:14.000Z""",1630732814,7-Cargo,,,,POINT (91.7253 22.449777),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,122.0,13.0,23.0,Brodosplit Brodogradiliste doo,C6EX4,0-AllShips,Registro Italiano Navale,276.1,Sweden,12912.0,Cristobal,9.515,8.4,3161900.0,,Bahamas,11443.0,283.0,9160724.0,UDDEVALLA,57.913768,155.0,11.623325,311001027,Baltic Lord,0-Underway(Engine),,Cool Carriers AB,  Unknown,Unknown,Nassau,Propeller : Fixed Pitch,,,,12.7,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T18:52:54.000Z""",1677869574,7-Cargo,1999-01-23,21.6,,POINT (11.623325 57.913768),212.0,5694.0,Swedish Exclusive Economic Zone,2180.0,200NM,2180.0,Sweden,SWE,Sweden,0.0,0.0,,,,0.0,0.0,,,,18.11517,59.4855,5694.0,155347.0,SWE,,,752.0,,,752.0,,
292,34.0,3.0,9.0,Krasnaya Kuznitsa,UCFS,0-AllShips,Russian Maritime Register,230.5,Russia,485.0,Vladivostok Russia,2.9,2.5,2110830.0,MT-7005,Russia,532.0,261.0,9060819.0,VLADIVOSTOK,43.070685,46.0,131.91325,273426000,Pyotr Gusenkov,5-Moored,921522,Antey LLC,Antey LLC,Unknown,Nevelsk,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T18:53:26.000Z""",1677869606,7-Cargo,1994-00-00,10.0,,POINT (131.91325 43.070685),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
293,110.0,4.0,18.0,Imabari Shbldg - Imabari,D7MY,0-AllShips,Korean Register,84.0,South Korea,7101.0,High Sea,7.615,6.0,2130130.0,,"Korea, South",5893.0,73.0,8807430.0,HONIARA,-4.310668,137.0,156.329253,440214000,Sein Queen,2-NotUnderCmd,JJR-141012,Sein Shipping Co Ltd,Sein Shipping Co Ltd,Korea Shipping Association,Jeju,Propeller : Fixed Pitch,,,,0.8,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T17:16:23.000Z""",1677863783,7-Cargo,1988-03-30,17.6,,POINT (156.329253 -4.310668),259.0,8324.0,Papua New Guinean Exclusive Economic Zone,2237.0,200NM,2237.0,Papua New Guinea,PNG,Papua New Guinea,0.0,0.0,,,,0.0,0.0,,,,150.71774,-5.46159,8324.0,2399638.0,PNG,,,598.0,,,598.0,,
294,10.0,2.0,4.0,Fu'an Saiqi Shipyard,,0-AllShips,,304.4,China,2600.0,,5.0,0.0,0.0,,"China, People's Republic Of",2447.0,304.4,0.0,DONGSHAN,26.107023,15.0,119.646577,412440033,Min 88111,15-NotDefined,3500002005120002,Hongdong Fishery Co Ltd,Hongdong Fishery Co Ltd,Unknown,"Fuzhou, Fujian",Propeller : Fixed Pitch,,,,5.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2021-10-26T00:52:45.000Z""",1635209565,30-Fishing,0000-00-00,0.0,SH,POINT (119.646577 26.107023),209.0,8486.0,Chinese Exclusive Economic Zone,8603.0,200NM,8603.0,China,CHN,China,0.0,0.0,,,,0.0,0.0,,,,118.1457,27.73853,8486.0,963556.0,CHN,,,156.0,,,156.0,,
295,66.0,8.0,16.0,,FVB3,0-AllShips,,299.5,,,,,0.0,0.0,,,,251.6,8203816.0,,26.841685,92.0,119.688942,354463048,Hing Yun,0-Underway(Engine),,,,,,,,,,0.0,,,,"""2021-08-18T08:05:06.000Z""",1629273906,7-Cargo,,,,POINT (119.688942 26.841685),209.0,8486.0,Chinese Exclusive Economic Zone,8603.0,200NM,8603.0,China,CHN,China,0.0,0.0,,,,0.0,0.0,,,,118.1457,27.73853,8486.0,963556.0,CHN,,,156.0,,,156.0,,
296,33.0,7.0,14.0,Western Baltija Shipbuilding,LEJQ,0-AllShips,,286.2,Norway,450.0,Leirvik Sogn No,3.8,0.0,12201701.0,,Norway,2382.0,317.0,981234100.0,SANDNESSJOEN,61.123567,66.0,5.331012,257194000,Vannes,0-Underway(Engine),,Boreal Sjo AS,Veolia Transport,Unknown,Hammerfest,Propeller : Azimuth Elec Dr,,,,0.0,S,In Service/Commission,Passenger/Ro-Ro Cargo Ship,"""2023-03-03T18:53:39.000Z""",1677869619,6-Passenger,2017-03-30,13.5,,POINT (5.331012 61.123567),272.0,5686.0,Norwegian Exclusive Economic Zone,2252.0,200NM,2252.0,Norway,NOR,Norway,0.0,0.0,,,,0.0,0.0,,,,14.05714,68.18893,5686.0,933027.0,NOR,,,578.0,,,578.0,,
297,10.0,7.0,8.0,Aas Mekaniske Verksted AS,UBTT3,9-NoInfo,Russian Maritime Register,291.0,,320.0,Mrm-titovka-mrm,0.0,3.6,2011500.0,,Russia,296.0,287.0,9139567.0,MURMANSK,69.461953,33.0,33.263143,273218730,Vladimir Petrov,0-Underway(Engine),,Rptd Sold Undisclosed Interest,  Unknown,Unknown,,Propeller : Controllable Pitch,,,,9.3,S,In Service/Commission,Fish Carrier,"""2023-03-03T15:07:40.000Z""",1677856060,7-Cargo,1996-06-15,0.0,SH,POINT (33.263143 69.461953),273.0,5690.0,Russian Exclusive economic Zone,2240.0,200NM,2240.0,Russia,RUS,Russia,0.0,0.0,,,,0.0,0.0,,,,93.55011,71.3249,5690.0,7734809.0,RUS,,,643.0,,,643.0,,
298,77.0,5.0,19.0,Manitowoc Shipbuilding Co,WRJG,0-AllShips,,308.3,United States of America,4521.0,Akutan,5.138,0.0,1161530.0,,United States Of America,5716.0,215.0,5290911.0,AKUTAN HARBOR,54.133728,106.0,-165.740877,366299000,Independence,1-AtAnchor,237743,Trident Seafoods Corp,Trident Seafoods Corp,Steamship Mutual,"Seattle, WA",Propeller : Fixed Pitch,436629920.0,INDE,,0.2,S,In Service/Commission,Fish Factory Ship,"""2023-03-03T18:46:17.000Z""",1677869177,30-Fishing,0000-00-00,10.5,SH,POINT (-165.740877 54.133728),275.0,8463.0,United States Exclusive Economic Zone (Alaska),8684.0,200NM,2204.0,Alaska,,United States,0.0,0.0,,,,0.0,0.0,,,,-119.9766,59.0117,8463.0,3682912.0,USA,,,840.0,,,,,
299,99.0,16.0,20.0,Boelwerf Temse,C6WA6,0-AllShips,Det Norske Veritas,191.0,Norway,7726.0,Cuhav,9.3,8.0,2260700.0,,Bahamas,7743.0,97.0,8912144.0,MOBILE,23.118333,129.0,-82.351667,308868000,Green Guatemala,5-Moored,8001336,GreenSea Chartering BVBA,Green Reefers,Skuld,Nassau                                ,Propeller : Fixed Pitch,,,,0.0,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T09:45:55.000Z""",1677836755,7-Cargo,1992-01-31,19.6,,POINT (-82.351667 23.118333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.0,0.0,0.0,,,0-AllShips,,283.3,,,,,0.0,0.0,,,,271.7,0.0,SAKAI KO,35.548118,0.0,133.232242,431601419,Wakabamaru No.18,15-NotDefined,,,,,,,,,,0.0,,,,"""2021-09-01T22:34:32.000Z""",1630535672,30-Fishing,,,,POINT (133.232242 35.548118),224.0,8487.0,Japanese Exclusive Economic Zone,2121.0,200NM,2121.0,Japan,JPN,Japan,0.0,0.0,,,,0.0,0.0,,,,138.44863,29.55656,8487.0,4066513.0,JPN,,,392.0,,,392.0,,
301,22.0,5.0,10.0,,YC 4478,0-AllShips,,161.8,,,,,0.0,0.0,,,,161.8,0.0,TANJUNG BALAI KARIMUN,0.890922,32.0,103.485735,525021098,Klm Sukses Perkasa,15-NotDefined,,,,,,,,,,8.1,,,,"""2023-02-23T05:52:27.000Z""",1677131547,7-Cargo,,,,POINT (103.485735 0.890922),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
302,0.0,0.0,0.0,,,9-NoInfo,,244.3,,,,,0.0,2460.0,,,,244.3,0.0,ISTANBUL,37.159627,0.0,27.534953,271072630,Kilic 19,0-Underway(Engine),,,,,,,,,,5.7,,,,"""2023-03-03T13:25:36.000Z""",1677849936,0-Unknown,,,,POINT (27.534953 37.159627),173.0,5697.0,Turkish Exclusive Economic Zone,2213.0,200NM,2213.0,Turkey,TUR,Turkey,0.0,0.0,,,,0.0,0.0,,,,33.2206,40.52224,5697.0,262233.0,TUR,,,792.0,,,792.0,,
303,,,,,,,,290.1,,,,,,,,,,288.0,,,36.346617,,-10.53099,636018031,,0-Underway(Engine),,,,,,,,,,16.6,,,,"""2022-08-03T05:53:10.000Z""",1659505990,,,,,POINT (-10.53099 36.346617),104.0,5688.0,Portuguese Exclusive Economic Zone,2243.0,200NM,2243.0,Portugal,PRT,Portugal,0.0,0.0,,,,0.0,0.0,,,,-10.92284,38.31921,5688.0,315501.0,PRT,,,620.0,,,620.0,,
304,100.0,4.0,20.0,Fincantieri Livorno,PJBZ,0-AllShips,Registro Italiano Navale,23.7,Philippines,6703.0,Ph Dvo > Jp Tyo O,7.4,6.5,3081400.0,,Curacao,8984.0,23.0,8705668.0,TOKYO KO,9.402432,137.0,127.628605,306337000,Cala Piccola,0-Underway(Engine),1999-C-1609,Norse/Phil Marine Services,  Unknown,North of England,Willemstad,Propeller : Fixed Pitch,430633710.0,PICC,,14.3,S,In Service/Commission,Refrigerated Cargo Ship,"""2023-03-03T17:10:08.000Z""",1677863408,7-Cargo,1991-06-01,18.0,,POINT (127.628605 9.402432),198.0,8322.0,Philippines Exclusive Economic Zone,2245.0,200NM,2245.0,Philippines,PHL,Philippines,0.0,0.0,,,,0.0,0.0,,,,122.15314,12.245,8322.0,1971033.0,PHL,,,608.0,,,608.0,,
305,12.0,13.0,26.0,,J8B6210,0-AllShips,,285.9,,,Sea Trial,,3.3,10121200.0,,,,139.0,9682708.0,PULAU SAMBU,25.957532,128.0,56.055527,375789000,Stevin Pearl,5-Moored,,,,,,,,,,0.0,,,,"""2022-01-05T11:09:41.000Z""",1641380981,7-Cargo,,,,POINT (56.055527 25.957532),155.0,8360.0,United Arab Emirates Exclusive Economic Zone,2206.0,200NM,2206.0,United Arab Emirates,ARE,United Arab Emirates,0.0,0.0,,,,0.0,0.0,,,,53.89303,24.94396,8360.0,51674.0,ARE,,,784.0,,,784.0,,
306,0.0,0.0,0.0,Indonesia Unknown,E2148,0-AllShips,,261.3,Indonesia,75.0,,0.0,0.0,0.0,,Indonesia,75.0,261.3,0.0,,-8.657662,0.0,123.763562,525800546,525800546,15-NotDefined,,Darto,Darto,Unknown,Sibolga,"Propeller : Yes, Type Unknown",,,,5.1,S,In Service/Commission,Fishing Vessel,"""2023-01-15T13:57:18.000Z""",1673791038,30-Fishing,0000-00-00,0.0,,POINT (123.763562 -8.657662),263.0,8492.0,Indonesian Exclusive Economic Zone,2127.0,200NM,2127.0,Indonesia,IDN,Indonesia,0.0,0.0,,,,0.0,0.0,,,,117.89096,-3.30391,8492.0,6020917.0,IDN,,,360.0,,,360.0,,
